,Unnamed: 0,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
8,8,The Associated Press,"New this week: 'Becoming Cousteau,' Gaga and Tony Bennett","This week’s new entertainment releases include the first ever album of covers by Deep Purple, an acclaimed documentary about undersea explorer Jacques-Yves Cousteau on Disney+ and a concert video of Tony Bennett and Lady Gaga",https://abcnews.go.com/Entertainment/wireStory/week-cousteau-gaga-tony-bennett-81327788,https://s.abcnews.com/images/Entertainment/WireAP_40c33b11e1e04ae68977192eb3abfe92_16x9_992.jpg,2021-11-22T14:56:58Z,"Heres a collection curated by The Associated Press entertainment journalists of whats arriving on TV, streaming services and music platforms this week.
MOVIES
 Stephen Karam adapts his Tony-winning… [+4733 chars]",abc-news,ABC News
0,0,Al Jazeera,Dozens dead in village attack in southwestern Niger,Officials say up to 60 people killed in latest violent incident in Niger's 'tri-border' zone with Burkina Faso and Mali.,https://www.aljazeera.com/news/2021/11/4/dozens-dead-in-west-niger-village-attack-officials,https://www.aljazeera.com/wp-content/uploads/2021/11/NIGER-BANIBANGOU-WEB_MAP.jpg?fit=1000%2C562,2021-11-04T18:10:39Z,"Dozens of people have been killed in an attack this week on a village in southwestern Nigers Tillaberi region, according to local sources quoted by news agencies.
A local source told AFP news agency… [+1361 chars]",al-jazeera-english,Al Jazeera English
1,1,Al Jazeera,Deadly clashes in DRC’s Bukavu after gunmen launch overnight raid,"Six attackers, two police officers and a soldier killed during gun battles, local governor says.",https://www.aljazeera.com/news/2021/11/3/nine-killed-in-armed-groups-attack-in-drcs-eastern-bukavu,https://www.aljazeera.com/wp-content/uploads/2021/11/000_19W3FB.jpg?resize=1200%2C630,2021-11-03T15:45:40Z,"Unidentified attackers have launched an overnight raid in Bukavu, a city in eastern Democratic Republic of the Congo (DRC), sparking deadly clashes that continued until the morning.
South Kivu Gover… [+2100 chars]",al-jazeera-english,Al Jazeera English
2,2,Alfred Olufemi,Horrors on the Plateau: Inside Nigeria’s farmer-herder conflict,The violence in central Nigeria is now one of the country's deadliest security threats after Boko Haram and banditry.,https://www.aljazeera.com/features/2021/11/28/horrors-on-the-plateau-inside-nigerias-farmer-herder-conflict,https://www.aljazeera.com/wp-content/uploads/2021/11/7.jpg?resize=1200%2C630,2021-11-28T08:49:55Z,"Listen to this story:
Plateau, Nigeria Mary Hommes wiped her face with a red scarf as she recalled the August day when attackers ambushed her village in central Nigerias Plateau state.
We heard abo… [+17452 chars]",al-jazeera-english,Al Jazeera English
3,3,Al Jazeera,Kyle Rittenhouse instigated bloodshed at BLM protest: Prosecutor,"Charged with killing two during violent protests in Wisconsin last year, Rittenhouse has pleaded not guilty.",https://www.aljazeera.com/news/2021/11/2/kyle-rittenhouse-instigated-bloodshed-at-blm-protest-prosecutor,https://www.aljazeera.com/wp-content/uploads/2021/11/AP21305676397780.jpg?resize=1200%2C630,2021-11-02T19:58:51Z,"Kyle Rittenhouse instigated the confrontation that led him to shoot three people on the streets of Kenosha, Wisconsin during a Black Lives Matter protest last year, a prosecutor told the jury during … [+4066 chars]",al-jazeera-english,Al Jazeera English
4,4,Al Jazeera,Rohingya in Bangladesh camps fear both the police and ARSA,Refugees say they are caught in the middle of alleged police 'atrocities' and violence by an armed community group.,https://www.aljazeera.com/news/2021/11/12/rohingya-bangladesh-camps-police-armed-group-arsa,https://www.aljazeera.com/wp-content/uploads/2020/12/000_8WM8GN.jpg?resize=1200%2C630,2021-11-12T02:19:21Z,Rohingya refugees living in sprawling camps near Coxs Bazar in Bangladesh say they are caught in the middle of alleged police atrocities and violence by an armed group with members within the communi… [+8126 chars],al-jazeera-english,Al Jazeera English
0,0,Chinedu Asadu,Gunmen kill 15 in latest attack in Nigeria's northwest,"LAGOS, Nigeria (AP) — Gunmen have killed at least 15 people in Nigeria’s northwest, the Sokoto state governor said, the latest incident in a spiral of violence in Africa’s most populous country. The gunmen stormed communities in Sokoto state and raided houses…",https://apnews.com/a0e8be6840fce87b0e7e15c8a9430211,https://storage.googleapis.com/afs-prod/media/afs:Medium:751921853724/700.png,2021-11-16T11:51:25Z,"LAGOS, Nigeria (AP) Gunmen have killed at least 15 people in Nigerias northwest, the Sokoto state governor said, the latest incident in a spiral of violence in Africas most populous country.
The gun… [+1683 chars]",associated-press,Associated Press
1,1,Chinedu Asadu,6 people abducted from university in Nigeria's capital,"LAGOS, Nigeria (AP) — Gunmen in Nigeria's capital abducted six people from the staff quarters of a university, officials said Tuesday. It was the first attack of its kind in Lagos since a wave of school kidnappings began in the country more than a year ago.",https://apnews.com/d3a4516c12b01ba759f4617bb04166a0,https://storage.googleapis.com/afs-prod/media/afs:Medium:751921853724/700.png,2021-11-02T10:50:52Z,"LAGOS, Nigeria (AP) Gunmen in Nigerias capital abducted six people from the staff quarters of a university, officials said Tuesday. It was the first attack of its kind in Lagos since a wave of school… [+1159 chars]",associated-press,Associated Press
0,0,https://www.facebook.com/bbcnews,Niger: At least 69 killed in gun attack,At least 69 people were killed when they were ambushed by suspected Islamist militants.,https://www.bbc.co.uk/news/world-africa-59172655,https://ichef.bbci.co.uk/news/1024/branded_news/E7A8/production/_121440395_mediaitem121440391.jpg,2021-11-05T02:35:25Z,"Image source, AFP via Getty Images
Image caption, Niger is facing jihadist insurgencies on its borders with Mali, Burkina Faso and Nigeria (file picture)
Niger has declared two days of national mou… [+1124 chars]",bbc-news,BBC News
1,1,https://www.facebook.com/bbcnews,Kevin Strickland: Fundraiser for exonerated Missouri man tops $1.5m,Kevin Strickland was released after 42 years in jail over a triple murder he did not commit.,https://www.bbc.co.uk/news/world-us-canada-59452651,https://ichef.bbci.co.uk/news/1024/branded_news/173AB/production/_121774159_screenshot-36.png,2021-11-28T15:47:00Z,"Image source, Midwest Innocence Project
Image caption, Kevin Strickland was sentenced in June 1979
A fundraiser set up to help a Missouri man who served more than 42 years in jail for a triple murd… [+2705 chars]",bbc-news,BBC News
2,2,https://www.facebook.com/bbcnews,Kevin Strickland exonerated after 42 years in Missouri prison,Kevin Strickland was arrested at age 18 and convicted of a triple murder he did not commit.,https://www.bbc.co.uk/news/world-us-canada-59396598,https://ichef.bbci.co.uk/news/1024/branded_news/173AB/production/_121774159_screenshot-36.png,2021-11-23T22:17:06Z,"Image source, Midwest Innocence Project
Image caption, 
A Missouri man wrongfully convicted of a triple murder in 1978 and imprisoned for more than 42 years has been exonerated and released.
Kevin… [+3602 chars]",bbc-news,BBC News
0,0,"Jack Montgomery, 
Jack Montgomery",Fact Check False: UK News Publication Claims Kyle Rittenhouse Shot ‘Three Black Men’,"The Independent falsely claimed that Kyle Rittenhouse ""shot three black men with rifle"" after he was cleared of two charges of murder, one charge of attempted murder, and two charges of reckless endangerment in Kenosha, Wisconsin.",https://www.breitbart.com/europe/2021/11/19/fact-check-false-uk-publication-claims-kyle-rittenhouse-shot-three-black-men/,https://media.breitbart.com/media/2021/11/GettyImages-1236522247-e1637357079172-640x335.jpg,2021-11-19T21:27:07Z,"The Independent falsely claimed that Kyle Rittenhouse “shot three black men with rifle” after he was cleared of two charges of murder, one charge of attempted murder, and two charges of reckless enda… [+2076 chars]",breitbart-news,Breitbart News
1,1,"Warner Todd Huston, 
Warner Todd Huston",Colin Kaepernick Says Rittenhouse Verdict 'Validates the Terrorist Acts of a White Supremacist',"Colin Kaepernick tweeted that he wants to ""abolish the system,"" and said without evidence that Kyle Rittenhouse is a ""white supremacist.""",https://www.breitbart.com/sports/2021/11/19/colin-kaepernick-says-rittenhouse-verdict-validates-terrorist-acts-white-supremacist/,https://media.breitbart.com/media/2021/10/Screenshot-15-640x480-640x335.jpg,2021-11-19T21:52:00Z,"After a Wisconsin jury declared that accused shooter Kyle Rittenhouse was “not guilty” on all counts, former NFL player Colin Kaepernick called the teenager a “white supremacist” benefiting from a sy… [+2477 chars]",breitbart-news,Breitbart News
2,2,"David Ng, 
David Ng",Reese Witherspoon: A World Where Kyle Rittenhouse Goes Free Isn't 'Safe for Any of Us',"Oscar-winner Reese Witherspoon is yet another Hollywood celebrity to blast the not-guilty verdicts in the Kyle Rittenhouse trial, saying that the Illinois teenager doesn't deserve to go free.",https://www.breitbart.com/entertainment/2021/11/21/reese-witherspoon-a-world-where-kyle-rittenhouse-goes-free-isnt-safe-for-any-of-us/,https://media.breitbart.com/media/2021/11/reese-witherspoon-gun-hot-pursuit-640x335.jpg,2021-11-22T02:30:48Z,"Oscar-winner Reese Witherspoon is yet another Hollywood celebrity to blast the not-guilty verdicts in the Kyle Rittenhouse trial, saying that the Illinois teenager doesn’t deserve to go free while de… [+2588 chars]",breitbart-news,Breitbart News
3,3,Allum Bokhari,Bokhari: Silicon Valley Found Kyle Rittenhouse Guilty Long Before His Trial,"The Kyle Rittenhouse trial is wrapping up, but before it had even began, leftists in Silicon Valley had already decided that Rittenhouse was guilty — of something.",https://www.breitbart.com/tech/2021/11/16/bokhari-silicon-valley-found-guilty-rittenhouse-long-before-his-trial/,https://media.breitbart.com/media/2021/11/Kyle-Rittenhouse-and-His-Attorney-3-640x335.jpg,2021-11-16T20:36:46Z,"The Kyle Rittenhouse trial is wrapping up, but before it had even began, leftists in Silicon Valley had already decided that Rittenhouse was guilty of something.
For the “crime” of defending himself… [+3967 chars]",breitbart-news,Breitbart News
4,4,Randy Clark,Deported Murderer Arrested After Crossing Border into Arizona,"Yuma Sector Border Patrol agents arrested Juan Ramon Barron-Casillas shortly after he illegally entered the United States from Mexico last week. After further investigation, agents discovered Barron’s criminal past included a conviction in Texas for second-de…",https://www.breitbart.com/border/2021/11/27/deported-murderer-arrested-after-crossing-border-into-arizona/,https://media.breitbart.com/media/2021/11/Deported-killer-640x335.png,2021-11-27T16:40:08Z,"Yuma Sector Border Patrol agents arrested Juan Ramon Barron-Casillas shortly after he illegally entered the United States from Mexico last week. After further investigation, agents discovered Barrons… [+3772 chars]",breitbart-news,Breitbart News
5,5,Allum Bokhari,YouTube Censors Independent Streams of Rittenhouse Trial,"Google-owned YouTube censored then reinstated independent streams of the public trial of Kyle Rittenhous including the popular Rekieta Law channel's stream, over what Rekieta Media says was a ""BS copyright claim.""",https://www.breitbart.com/tech/2021/11/15/youtube-censors-independent-streams-of-rittenhouse-trial/,https://media.breitbart.com/media/2017/05/youtube-Susan-Wojcicki-AP.jpg,2021-11-15T22:42:28Z,"Google-owned YouTube censored then reinstated independent streams of the public trial of Kyle Rittenhous including the popular Rekieta Law channel’s stream, over what Rekieta Media says was a “BS cop… [+2122 chars]",breitbart-news,Breitbart News
6,6,Gabrielle Reyes,U.S. Increases Travel Warning for India over Mass Rape,"The U.S. State Department issued a travel advisory for India on Monday warning Americans to exercise ""increased caution"" when visiting the country in part due to a rising risk of violent crime including ""rape,"" the Press Trust of India (PTI) reported Wednesda…",https://www.breitbart.com/asia/2021/11/19/u-s-increases-travel-warning-for-india-over-mass-rape/,https://media.breitbart.com/media/2021/11/gang-rape-in-india-640x335.jpg,2021-11-19T12:39:07Z,The U.S. State Department issued a travel advisory for India on Monday warning Americans to exercise “increased caution” when visiting the country in part due to a rising risk of violent crime includ… [+3084 chars],breitbart-news,Breitbart News
7,7,Dr. Susan Berry,Boston Principal Beaten Unconscious During Rise of Violence in Schools,The principal of a Boston public school was beaten until unconscious during an increase in violence in the school district.,https://www.breitbart.com/education/2021/11/05/boston-principal-beaten-unconscious-during-rise-of-violence-in-schools/,https://media.breitbart.com/media/2021/11/Henderson-K-12-Inclusion-School-Principal-Patricia-Lampron.-Family-Photo--640x335.jpg,2021-11-05T22:45:57Z,"The principal of a Boston public school in Dorchester was beaten until she was unconscious for four minutes or more during an increase in violence in the school district.
Henderson K-12 Inclusion Sc… [+3626 chars]",breitbart-news,Breitbart News
8,8,Nick Gilbertson,VIDEO: At Large NYC Suspects Fatally Shoot Bronx Father and Wound His Friend in Mugging,Three New York City suspects remain at large for fatally shooting a man after they stole his chain off of his neck and also wounding his friend.,https://www.breitbart.com/crime/2021/11/15/nyc-suspects-fatally-shoot-bronx-father-wound-his-friend-mugging/,https://media.breitbart.com/media/2021/11/KLWQZWJLPVDPTIOIGVEEG7HDC4-640x335.png,2021-11-16T00:14:18Z,"Three New York City suspects remain at large for fatally shooting a Bronx father, after they stole his chain off of his neck, and also wounding his friend.
The shootings occurred in the Mount Eden n… [+2500 chars]",breitbart-news,Breitbart News
9,9,Jacob Bliss,Police Union: Nationwide ‘Draconian’ Defund the Police Proposals Unlikely After Failed Minneapolis Vote,"“Draconian” defund the police efforts are unlikely to succeed anywhere in the country after voters in Minneapolis overwhelmingly rejected a defund initiative in Tuesday’s election, according to the Fraternal Order of Police executive director.",https://www.breitbart.com/politics/2021/11/04/police-union-nationwide-draconian-defund-the-police-proposals-unlikely-after-failed-minneapolis-vote/,https://media.breitbart.com/media/2021/11/GettyImages-1218833810-e1636061214323-640x335.jpg,2021-11-04T21:34:45Z,"Draconian defund the police efforts are unlikely to succeed anywhere in the country after voters in Minneapolis overwhelmingly rejected a defund initiative in Tuesdays election, according to the Frat… [+5023 chars]",breitbart-news,Breitbart News
10,10,Dylan Gwinn,NBA Social Justice Coalition Blasts ‘Vigilantism’ After Rittenhouse Verdict,"The NBA Social Justice Coalition released a statement which was posted by the league's official Twitter account, in which he extended his ""thoughts"" to those killed while attacking Rittenhouse last summer, defended the right to ""peaceful protest,"" and called …",https://www.breitbart.com/sports/2021/11/20/nba-social-justice-coalition-blasts-vigilantism-after-rittenhouse-verdict/,https://media.breitbart.com/media/2021/11/GettyImages-1236442534-640x335.jpg,2021-11-20T20:17:10Z,"News of Kyle Rittenhouse’s innocence traveled far and wide Friday afternoon, but apparently, the part about him being innocent didn’t make it to the NBA’s Social Justice Coalition.
James Cadogan, th… [+4418 chars]",breitbart-news,Breitbart News
11,11,Ann Coulter,Ann Coulter: Get Rittenhouse!,Kyle Rittenhouse is on trial so that no one will dare stand in the way of the left’s shock troops ever again.,https://www.breitbart.com/crime/2021/11/17/ann-coulter-get-rittenhouse/,https://media.breitbart.com/media/2018/05/coulter-headshot-640x480-640x480.jpg,2021-11-18T00:01:58Z,"In his prosecution of Kyle Rittenhouse, Kenosha County Assistant District Attorney Thomas Binger drew so many well-earned rebukes from the judge that some speculated he was intentionally going for a … [+7766 chars]",breitbart-news,Breitbart News
12,12,Frances Martel,Afghanistan: Taliban Takeover Shuts Down over 250 Media Outlets After 100 Days,"The Afghan broadcaster Tolo News reported on Tuesday, the 100th day since the Taliban terrorist group took control of the country, that the jihadists had prompted the shutdown of at least 257 media outlets in the country, citing an Afghan NGO.",https://www.breitbart.com/asia/2021/11/24/afghanistan-taliban-takeover-shuts-down-over-250-media-outlets-after-100-days/,https://media.breitbart.com/media/2021/10/Taliban-2-1-640x335.jpeg,2021-11-24T14:23:14Z,"The Afghan broadcaster Tolo News reported on Tuesday, the 100th day since the Taliban terrorist group took control of the country, that the jihadists had prompted the shutdown of at least 257 media o… [+7648 chars]",breitbart-news,Breitbart News
0,0,Norah Norah,Missouri law prohibits local police from enforcing federal gun laws,"A state law passed this past spring in Missouri makes local and state agencies susceptible to a $50,000 fine if they try to enforce federal gun laws.",https://www.cbsnews.com/news/missouri-gun-law-second-amendment-preservation-act-60-minutes-2021-11-07/,https://cbsnews1.cbsistatic.com/hub/i/r/2021/11/07/5801d15d-bc48-461c-9c82-eeee90174468/thumbnail/1200x630/fc37c6936ad9a1e7b07d38136eecf360/secondamendmentarticle.jpg,2021-11-07T23:59:52Z,"A new and potentially precedent-setting state gun law passed in the spring in Missouri. It's called the Second Amendment Preservation Act, or SAPA for short. It prohibits state agencies from helping … [+14344 chars]",cbs-news,CBS News
0,0,"Alisha Ebrahimji, CNN",Man to be freed after spending 43 years in prison for triple murder he didn't commit,"After spending 43 years behind bars for a crime he said he didn't commit, a Missouri man's conviction has been set aside, according to a news release from Jackson County Prosecutor Jean Peters Baker.",https://www.cnn.com/2021/11/23/us/kevin-strickland-triple-murder-wrongful-conviction-freed-trnd/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211110092020-kevin-strickland-wrongful-conviction-super-tease.jpg,2021-11-23T19:29:34Z,"(CNN)After spending 43 years behind bars for a crime he said he didn't commit, a Missouri man's conviction has been set aside, according to a news release from Jackson County Prosecutor Jean Peters B… [+3023 chars]",cnn,CNN
1,1,"Matt Rivers and Natalie Gallón, CNN",Nicaraguan exiles blame Ortega regime for attacks after 'sham' election win,"Nicaragua's campaign to silence critics does not stop at its borders -- Costa Rican government sources and anecdotal evidence that agents of the Ortega regime have been stalking and threatening outspoken Nicaraguan exiles and, in some cases, are believed to h…",https://www.cnn.com/2021/11/08/americas/nicaragua-targets-exiles-ortega-election-intl-latam/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211108155008-daniel-ortega-rosario-murillo-10132018-super-tease.jpg,2021-11-08T23:03:46Z,"(CNN)The man's voice trembled as he spoke, standing in the middle of an open field in southern Nicaragua. He was tense, despite the cool breeze and the mid-morning sunshine. If any of his government … [+12877 chars]",cnn,CNN
2,2,"Alisha Ebrahimji, CNN",A man has spent 43 years in prison for a triple murder. He says he's innocent and prosecutors agree,A Missouri man who has maintained his innocence in a triple murder got an opportunity to testify at a three-day hearing that could lead to his release after serving 43 years in prison. That decision is now in a judge's hands.,https://www.cnn.com/2021/11/11/us/kevin-strickland-triple-murder-missouri-wrongful-conviction-trnd/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211110092020-kevin-strickland-wrongful-conviction-super-tease.jpg,2021-11-11T23:57:19Z,(CNN)A Missouri man who has maintained his innocence in a triple murder got an opportunity to testify at a three-day hearing that could lead to his release after serving 43 years in prison. That deci… [+7856 chars],cnn,CNN
0,0,Teny Sahakian,"NYC detectives struggle to keep the peace amid low staffing, lack of support","The head of a New York union for police detectives said low morale, low staffing and a lack of support from leadership has crushed law enforcement.",https://www.foxnews.com/us/new-york-city-detectives-low-staffing-lack-of-support,https://static.foxnews.com/foxnews.com/content/uploads/2021/10/paul-digi.jpg,2021-10-30T12:31:37Z,"New York City detectives are plagued with low morale, low staffing and a lack of support from leadership 18 months after George Floyd's death sparked national backlash against police departments, acc… [+5021 chars]",fox-news,Fox News
1,1,Louis Casiano,"Kevin Strickland, wrongfully convicted of triple murder, freed after more than four decades in prison",A Missouri man who has spent more than four decades in prison for a triple murder will walk free after a judge exonerated him Tuesday.,https://www.foxnews.com/us/kevin-strickland-convicted-murder-freed,https://static.foxnews.com/foxnews.com/content/uploads/2021/11/Kevin-Strickland-2.jpg,2021-11-23T21:32:22Z,"A Missouri man who has spent more than four decades in prison for a triple murder walked out of prison a free man Tuesday after a judge exonerated him hours earlier.  
The convictions against Kevin … [+4068 chars]",fox-news,Fox News
2,2,Fox News,"'Your World' on Rittenhouse trial, Gosar censure","Guests: Ted Williams, Andy McCarthy",https://www.foxnews.com/transcript/your-world-rittenhouse-trial-gosar-censure,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/5740cbc4-59b3-44b8-8a1d-9f57fc805da3/2127a247-5557-4649-9774-efa62aa2d162/1280x720/match/image.jpg,2021-11-18T14:45:46Z,"This is a rush transcript of ""Your World"" on November 17, 2021. This copy may not be in its final form and may be updated.
NEIL CAVUTO, FOX NEWS ANCHOR: All right, just to bring you up to speed here… [+25627 chars]",fox-news,Fox News
0,0,Keith Magee,Finding Arbery's killers guilty doesn't mean America has healed its racial wounds,What came out during the trial showed the depths of hatred that still poison our society. We will not be cured until we rid our country of racial injustice for good.,https://www.nbcnews.com/think/opinion/guilty-verdicts-ahmaud-arbery-murder-trial-are-bandages-festering-racial-ncna1284579,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/newscms/2021_47/3521060/211124-think-ahmaud-arbery-reaction-se-221p.jpg",2021-11-24T21:14:00Z,"Over the past three weeks of the murder trial of the three white men Gregory McMichael, Travis McMichael and William Roddie Bryan charged in the killing of Ahmaud Arbery, Black America has been retra… [+6609 chars]",nbc-news,NBC News
1,1,"Mushtaq Yusufzai, Saphora Smith",Gunmen kill 3 after row over music playing at wedding party in Afghanistan,"Gunmen opened fire killing three people after forcibly stopping music being played at a wedding ceremony in Afghanistan's Nangarhar province, local residents said.",https://www.nbcnews.com/news/world/gunmen-kill-3-row-music-playing-wedding-party-afghanistan-taliban-blam-rcna4203,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2021-10/Taliban-f6d192.jpg",2021-10-31T15:38:40Z,"Three people were shot dead at a wedding ceremony in Afghanistans Nangarhar province after a row erupted over whether music could be played, residents said.  
Ten others were injured in Friday's att… [+3467 chars]",nbc-news,NBC News
